fecha_toma_muestra,pruebas_totales,positivos_totales,pruebas_totales_cdmx,positivos_totales_cdmx,tasa_positividad,tasa_positividad_cdmx
2021-04-15,10481,881,9008,786,0.08405686480297682,0.08725577264653642
2021-04-16,9436,883,8202,771,0.09357778719796524,0.09400146305779078
2021-04-17,3593,320,3167,276,0.08906206512663513,0.08714872118724344
2021-04-18,2295,187,1964,167,0.08148148148148149,0.08503054989816701
2021-04-19,11307,953,9813,844,0.08428407181392059,0.0860083562621013
2021-04-20,11861,1084,10328,941,0.091391956833319285,0.09111154144074361
2021-04-21,11082,773,9534,677,0.06975275221079227,0.0710090203482274
2021-04-22,10529,961,9229,856,0.09127172570994396,0.09275111062953732
2021-04-23,10109,691,8762,606,0.06835493124938175,0.0691622917142205
2021-04-24,3193,257,2765,207,0.08048856874412778,0.07486437613019892
2021-04-25,2675,163,2331,140,0.06093457943925234,0.06006006006006006
2021-04-26,9647,811,8284,705,0.08406758577796206,0.08510381458232738
2021-04-27,9172,701,7956,635,0.07642825992150022,0.0798139768728004
2021-04-28,9534,765,8185,664,0.0802391441157961,0.08112400733048258
2021-04-29,8175,654,7103,568,0.08,0.0799662114599465
2021-04-30,7117,490,6120,445,0.06884923422790501,0.0727124183006536
2021-05-01,2140,170,1841,141,0.0794392523364486,0.07658881042911461
2021-05-02,1658,165,1441,145,0.09951749095295537,0.10062456627342123
2021-05-03,7346,650,6234,572,0.08848352845085761,0.09175489252486366
2021-05-04,7175,606,6132,493,0.08445993031358885,0.08039791258969341
2021-05-05,7093,600,6075,507,0.08459044128013535,0.08345679012345679
2021-05-06,6669,543,5748,473,0.08142150247413406,0.08228949199721643
2021-05-07,6314,446,5480,380,0.07063668039277796,0.06934306569343066
2021-05-08,2191,172,1937,147,0.07850296668188042,0.07589055240061951
2021-05-09,1437,69,1232,62,0.04801670146137787,0.05032467532467533
2021-05-10,6019,494,5118,420,0.08207343412526998,0.08206330597889801
2021-05-11,7053,561,6013,478,0.07954062101233518,0.0794944287377349
2021-05-12,7528,603,6563,469,0.0801009564293305,0.07146122200213317
2021-05-13,7117,535,6101,429,0.07517212308556977,0.07031634158334699
2021-05-14,6806,507,5759,427,0.07449309432853364,0.07414481680847369
2021-05-15,2414,122,2000,113,0.050538525269262634,0.0565
2021-05-16,1471,81,1215,70,0.055064581917063225,0.05761316872427984
2021-05-17,7246,587,6273,471,0.08101021253105162,0.07508369201339073
2021-05-18,3708,292,3170,242,0.07874865156418555,0.07634069400630915
2021-05-19,7179,466,6151,393,0.06491154756929934,0.06389205007315883
2021-05-20,5856,342,5009,272,0.0584016393442623,0.05430225593930924
2021-05-21,5938,300,5200,274,0.05052206130010104,0.05269230769230769
2021-05-22,2439,142,2118,106,0.05822058220582206,0.05004721435316336
2021-05-23,1320,82,1091,68,0.06212121212121212,0.06232813932172319
2021-05-24,6611,418,5501,327,0.0632279534109817,0.05944373750227232
2021-05-25,6927,464,5920,391,0.06698426447235456,0.0660472972972973
2021-05-26,6988,470,6066,393,0.06725815684029765,0.06478733926805143
2021-05-27,6417,417,5601,345,0.06498363721365123,0.061596143545795394
2021-05-28,6114,335,5342,310,0.054792280013084727,0.058030700112317486
2021-05-29,1820,116,1606,100,0.06373626373626373,0.062266500622665005
2021-05-30,1474,82,1236,66,0.05563093622795115,0.05339805825242718
2021-05-31,6438,491,5590,444,0.0762659210935073,0.07942754919499105
2021-06-01,7292,477,6281,421,0.0654141524958859,0.06702754338481133
2021-06-02,6346,545,5497,476,0.08588086983926883,0.08659268692013826
2021-06-03,5692,378,5043,352,0.06640899508081517,0.06979972238746777
2021-06-04,5935,416,4990,347,0.07009267059814658,0.06953907815631262
2021-06-05,1617,167,1444,148,0.10327767470624613,0.10249307479224377
2021-06-06,1026,106,837,86,0.10331384015594541,0.1027479091995221
2021-06-07,6172,605,5369,538,0.09802333117303953,0.10020487986589681
2021-06-08,7258,684,6391,618,0.09424083769633508,0.09669848224065092
2021-06-09,6959,658,6074,604,0.09455381520333381,0.09944023707606191
2021-06-10,5787,492,5109,432,0.08501814411612234,0.08455666470933647
2021-06-11,5976,454,5146,410,0.07597054886211513,0.07967353284104159
2021-06-12,2177,249,1900,217,0.11437758383096004,0.11421052631578947
2021-06-13,1373,150,1135,127,0.10924981791697014,0.11189427312775331
2021-06-14,6448,728,5632,660,0.11290322580645161,0.1171875
2021-06-15,6180,695,5327,611,0.11245954692556634,0.11469870471184532
2021-06-16,6722,735,5920,669,0.1093424576019042,0.11300675675675675
2021-06-17,6972,740,6119,664,0.10613884107860011,0.10851446314757314
2021-06-18,6419,649,5683,590,0.10110609129147842,0.10381840577159951
2021-06-19,2169,340,1915,309,0.15675426463808206,0.16135770234986946
2021-06-20,2053,208,1833,189,0.10131514856307842,0.10310965630114566
2021-06-21,6680,955,6039,884,0.14296407185628743,0.1463818512998841
2021-06-22,8149,1084,7126,999,0.13302245674315866,0.14019085040696042
2021-06-23,8113,1150,7118,1050,0.14174781215333415,0.1475133464456308
2021-06-24,8687,1289,7518,1178,0.14838264072752388,0.1566906092045757
2021-06-25,7772,1120,6917,1037,0.14410705095213588,0.14992048575972242
2021-06-26,2980,497,2634,452,0.16677852348993288,0.1716021260440395
2021-06-27,2281,382,2035,336,0.16747040771591407,0.1651105651105651
2021-06-28,9025,1463,7909,1307,0.16210526315789472,0.1652547730433683
2021-06-29,9084,1536,7989,1409,0.1690885072655218,0.17636750531981474
2021-06-30,8370,1332,7298,1220,0.15913978494623657,0.16716908742121128
2021-07-01,8093,1505,7208,1378,0.18596317805510934,0.19117647058823528
2021-07-02,8459,1620,7578,1504,0.19151199905426172,0.19846925310108207
2021-07-03,3170,707,2813,616,0.22302839116719242,0.21898329185922502
2021-07-04,2453,442,2208,397,0.1801875254790053,0.17980072463768115
2021-07-05,10541,2216,9575,2053,0.21022673370647946,0.21441253263707571
2021-07-06,11632,2445,10186,2230,0.21019601100412655,0.21892794031022972
2021-07-07,11559,2686,10379,2486,0.23237304265074835,0.23952211195683593
2021-07-08,12955,2691,11552,2447,0.20771902740254727,0.21182479224376732
2021-07-09,12646,2708,11451,2488,0.2141388581369603,0.21727360055890316
2021-07-10,3911,836,3447,782,0.21375607261569932,0.22686393965767335
2021-07-11,3597,852,3194,760,0.23686405337781485,0.23794614902943018
2021-07-12,14559,3381,13033,3067,0.23222748815165878,0.23532571165502955
2021-07-13,16493,3519,14854,3247,0.21336324501303583,0.2185943180288138
2021-07-14,15781,3573,14100,3232,0.22641150750902986,0.22921985815602836
2021-07-15,16380,3447,14533,3134,0.21043956043956044,0.215647147870364
2021-07-16,14729,3140,13193,2821,0.21318487337904812,0.21382551352990223
2021-07-17,5585,1124,4971,1023,0.20125335720680393,0.20579360289680146
2021-07-18,4872,1043,4147,927,0.21408045977011494,0.2235350856040511
2021-07-19,17552,4335,15574,3862,0.24698040109389244,0.2479773982278156
2021-07-20,18079,4320,16064,3898,0.23895126942861883,0.24265438247011953
2021-07-21,18945,4530,16861,4107,0.2391132224861441,0.2435798588458573
2021-07-22,19076,4337,16643,3794,0.22735374292304467,0.22796370846602176
2021-07-23,17462,3937,15382,3481,0.22546100103080977,0.22630347159017034
2021-07-24,6536,1685,5700,1451,0.2578029375764994,0.25456140350877193
2021-07-25,5994,1293,5194,1095,0.2157157157157157,0.21082017712745477
2021-07-26,17744,4558,15590,3937,0.2568755635707845,0.25253367543296984
2021-07-27,19196,4754,16804,4189,0.24765576161700353,0.24928588431325874
2021-07-28,19492,4538,17137,4000,0.23281346193310076,0.23341308280329112
2021-07-29,19699,4738,17349,4171,0.24051982334128635,0.24041731511902703
2021-07-30,18517,4860,16491,4303,0.26246152184479127,0.26093020435389
2021-07-31,5186,1439,4661,1256,0.2774778249132279,0.2694700708002575
2021-08-01,5372,1051,4473,897,0.19564408041697692,0.2005365526492287
2021-08-02,17964,4426,15829,3849,0.24638165219327543,0.24316128624676228
2021-08-03,19834,5111,17585,4530,0.2576888171826157,0.25760591413136197
2021-08-04,19076,4893,16822,4259,0.2565003145313483,0.25318035905362024
2021-08-05,19524,4692,17188,4110,0.24031960663798402,0.23912031649988363
2021-08-06,17628,4343,15606,3763,0.24636941229861584,0.24112520825323594
2021-08-07,6507,1813,5738,1596,0.27862302136161055,0.2781456953642384
2021-08-08,5192,1221,4604,1080,0.23516949152542374,0.23457862728062553
2021-08-09,17270,4336,15106,3747,0.2510712217718587,0.24804713358930228
2021-08-10,20425,4826,18044,4245,0.23627906976744187,0.23525825759255153
2021-08-11,21567,5349,19068,4739,0.2480178049798303,0.24853157121879588
2021-08-12,21754,4536,19206,4025,0.20851337685023444,0.20956992606477143
2021-08-13,19863,4168,17548,3681,0.20983738609474903,0.2097674948712104
2021-08-14,6848,1728,6054,1544,0.2523364485981308,0.2550379914106376
2021-08-15,5428,931,4707,783,0.171518054532056,0.16634799235181644
2021-08-16,16969,3294,14862,2871,0.1941186870175025,0.19317723052079128
2021-08-17,19220,4387,16789,3849,0.22825182101977107,0.22925725177199358
2021-08-18,22648,4571,19954,4108,0.201827975980219,0.205873509070863
2021-08-19,20851,3713,18335,3285,0.17807299410100236,0.17916553040632668
2021-08-20,19609,3614,17437,3199,0.18430312611555918,0.1834604576475311
2021-08-21,6585,1291,5689,1135,0.19605163249810176,0.19950782211284937
2021-08-22,167,38,147,35,0.2275449101796407,0.23809523809523808
